nome,unidade negocios,cpf_cnpj,marcas,instagram,uf,cidade,regiao,telefone/email,pote de ouro,numero pedido,estagio funil
Loja Closet,LBM/LM,,"Farm, Aero, Ogochi, Ellus, Banabana, Charry",https://www.instagram.com/_lojacloset/,MG - Minas Gerais,Tombos,Sudeste,32984369953,Sim,,Novo/Sem Contato
Loja Avenida,LBM/LM,,"Acostamento, Dimy, Ogochi, Osmoze",https://www.instagram.com/lojaavenidaguanhaes/,MG - Minas Gerais,Guanhaes,Sudeste,3334213246,Sim,,Novo/Sem Contato
Mug Boutique,LBM,,"Lança perfume, Myft, Farm, My Place",https://www.instagram.com/mugboutiqueoficial/,MG - Minas Gerais,Santa Luzia,Sudeste,31999059564,Sim,,Novo/Sem Contato
Atípika For Men,LM,,"Tommy, Osklen, Calvin Klein, Levis, Diesel",https://www.instagram.com/atipikaformen/,MG - Minas Gerais,Monte Carmela,Sudeste,3438190707,Sim,,Novo/Sem Contato
All Store,LBM/LM,,"Lança perfume, Acostamento, Lez a Lez, Dimy",https://www.instagram.com/allstoremoc/,MG - Minas Gerais,Montes Claros,Sudeste,38991346214,Sim,,Novo/Sem Contato
Apogeu Boutique,LBM/LM,,"Colcci, Gatabakana, Mercatto, Osmoze",https://www.instagram.com/apogeuboutique/,MG - Minas Gerais,Matipo,Sudeste,31984277462,Sim,,Novo/Sem Contato
My Store,LBM,,"Colcci, Myft, Triton",https://www.instagram.com/mystorejf/,MG - Minas Gerais,Juiz de Fora,Sudeste,32991112673,Sim,,Novo/Sem Contato
Exclusiva Brand,LBM/LM,,"Acostamento, Myft, My Place",https://www.instagram.com/exclusivabrand3m/,MG - Minas Gerais,Tres Marias,Sudeste,38988278668,Sim,,Novo/Sem Contato
By So Valent,LBM,,"Lança perfume, Colcci,",https://www.instagram.com/by_sovalent/,MG - Minas Gerais,Belo Horizonte,Sudeste,31999819647,Sim,,Novo/Sem Contato
Bella Bello,LBM/LM,,"Morena Rosa, Forum, Osklen, Sommer",https://www.instagram.com/bellabellobarbacena/,MG - Minas Gerais,Barbacena,Sudeste,3233330136,Sim,,Novo/Sem Contato
ND For Men,LM,,"John John, Aero, Osklen",https://www.instagram.com/ndformen/,MG - Minas Gerais,Uberaba,Sudeste,34992943397,Sim,,Novo/Sem Contato
Garbo Man Style,LM,,"Acostamento, Reserva, Levis, Ogochi, Lupo",https://www.instagram.com/garbo.la/,MG - Minas Gerais,Janauba,Sudeste,38991598389,Sim,,Novo/Sem Contato
Aura Shop,LBM,,"Lança perfume, Animale, Osklen, Farm",https://www.instagram.com/aurashopgv/,MG - Minas Gerais,Governador Valadares,Sudeste,3330210237,Sim,,Novo/Sem Contato
Pimentta Rosa,LBM/LM,,"Lança perfume, John John, Myft, Ogochi",https://www.instagram.com/_pimenttarosa/,MG - Minas Gerais,Pouso Alegre,Sudeste,35999532566,Sim,,Novo/Sem Contato
La Boutique Modas,LBM,,"Colcci, Patogê, My Place, Dimy",https://www.instagram.com/laboutique_modas_/,MG - Minas Gerais,Novo Oriente,Sudeste,33987108234,Sim,,Novo/Sem Contato
Loja Top Point,LBM/LM,,"Colcci, Lacoste, Calvin Klein, Reserva, Ellus, Ogochi",https://www.instagram.com/toppoint.loja/,MG - Minas Gerais,Vale do Aco,Sudeste,31988550950,Sim,,Novo/Sem Contato
SL Store,LBM/LM,,"Lança perfume, Dimy Melissa, Myft",https://www.instagram.com/slstorenet/,MG - Minas Gerais,Tocantins,Sudeste,32999941309,Sim,,Novo/Sem Contato
Rosa Chá Multimarcas,LBM/LM,,"Colcci, Farm",https://www.instagram.com/rosa_cha_/,BA - Bahia,Jaguarari,Nordeste,74999074315,Sim,,Novo/Sem Contato
Casa das Marcas,LBM/LM,,"Tommy, Calvin Klein, New Balance",https://www.instagram.com/acasadasmarcas/,BA - Bahia,Barreiras,Nordeste,77999122955,Sim,,Novo/Sem Contato
Loja Belissima,LBM,,"Lança perfume, Morena Rosa, Open, Dimy",https://www.instagram.com/lojabelissimamutuipe/,BA - Bahia,Mutuipe,Nordeste,75988025578,Sim,,Novo/Sem Contato
Sancal Modas,LBM/LM,,"Lança perfume, Colcci, Reserva, Calvin Klein",https://www.instagram.com/sancalmodas/,BA - Bahia,Irece,Nordeste,74999968489,Sim,,Novo/Sem Contato
Toda Linda Multimarcas,LBM,,"Santa Lolla, Arezzo, Naguchi, Ana Capri",https://www.instagram.com/lojatodalinda._/,BA - Bahia,Riachao das neves,Nordeste,77999585865,Sim,,Novo/Sem Contato
Ellis Loja,LBM,,"Lança perfume, Myft, Open, Naguchi",https://www.instagram.com/ellis_loja/,BA - Bahia,Barreiras,Nordeste,77991293926,Sim,,Novo/Sem Contato
Lojas Roupa Nova,LBM/LM,,"Lança perfume, Colcci, Clavin Klein, Lacoste",https://www.instagram.com/lojasroupanovaonline/,BA - Bahia,Santo Antonio de Jesus,Nordeste,75999997554,Sim,,Novo/Sem Contato
Perfil Modas,LBM,,"Lança perfume, Charry, Flor do Caribe",https://www.instagram.com/perfil.modass/,BA - Bahia,Livramento de Nossa Senhora,Nordeste,77998023646,Sim,,Novo/Sem Contato
Lara Grifs,LBM,,"Lança perfume, Colcci, Dimy, Aramis",https://www.instagram.com/laragrifs/,BA - Bahia,Barreiras,Nordeste,77999028625,Sim,,Novo/Sem Contato
Lara Grifs,LBM,,"Lança perfume, Colcci, Dimy, Aramis",https://www.instagram.com/laragrifs/,BA - Bahia,Barreiras,Nordeste,77999028625,Sim,,Novo/Sem Contato
Lisbella,LBM,,"Santa Lolla, Flor de Lis, Farm, Mamô",https://www.instagram.com/lisbella_ag/,BA - Bahia,Antonio Goncalves,Nordeste,74991244026,Sim,,Novo/Sem Contato
LC Store,LBM/LM,,"Dimy, Lez a Lez, Reserva, John John, Patogê",https://www.instagram.com/lojalcstore22/,BA - Bahia,Riacho de Santana,Nordeste,77999449904,Sim,,Novo/Sem Contato
Vívera Boutique,LBM/LM,,"Colcci, Open, Pineapple",https://www.instagram.com/viveraboutique_/,BA - Bahia,Itamaraju,Nordeste,73988045170,Sim,,Novo/Sem Contato
Paula Fashion,LBM,,"Lança perfume, Dimy, Morena Rosa",https://www.instagram.com/boutiquepaulafashion/,BA - Bahia,Itatim,Nordeste,75982947003,Sim,,Novo/Sem Contato
Loja Penduricalhos,LBM/LM,,"Levis, John John, Acostamento",https://www.instagram.com/lpenduricalhos/,BA - Bahia,Tucano,Nordeste,75992328096,Sim,,Novo/Sem Contato
Renata Mello,LBM,,"Arezzo, Dimy, Yexx",https://www.instagram.com/renatamello_loja/,BA - Bahia,Juazeiro,Nordeste,87991431160,Sim,,Novo/Sem Contato
La Belle Boutique,LBM,,"Gatabakana, Lez a Lez, Flor de Lis",https://www.instagram.com/_labelleboutique_/,BA - Bahia,Euclides da cunha,Nordeste,75998029946,Sim,,Novo/Sem Contato
GMW modas,LBM/LM,,"Colcci, Lez a Lez",https://www.instagram.com/gmwmodas/,BA - Bahia,Conceicao do Jacuipe,Nordeste,75982663777,Sim,,Novo/Sem Contato
Ayslaine Modas,LBM,,"Lança perfume, Charry",https://www.instagram.com/ayslaine_modas/,BA - Bahia,Heliopolis,Nordeste,79999078999,Sim,,Novo/Sem Contato
Katarinne Confecções,LBM/LM,,"Maria Gueixa, Frittz",https://www.instagram.com/lojakatarinneconfeccoes/,BA - Bahia,Cascavel,Nordeste,77999119423,Sim,,Novo/Sem Contato
Katarinne Confecções,LBM/LM,,"Maria Gueixa, Frittz",https://www.instagram.com/lojakatarinneconfeccoes/,BA - Bahia,Cascavel,Nordeste,77999119423,Sim,,Novo/Sem Contato
Katarinne Confecções,LBM/LM,,"Maria Gueixa, Frittz",https://www.instagram.com/lojakatarinneconfeccoes/,BA - Bahia,Cascavel,Nordeste,77999119423,Sim,,Novo/Sem Contato
Miss Store,LBM/LM,,"John John, Calvin Klein, Dimy",https://www.instagram.com/missstoresa/,RS - Rio Grande do Sul,Santo Augusto,Sul,55997356999,Sim,,Novo/Sem Contato
Fino Trato,LBM/LM,,"Lança perfume, Calvin Klein",https://www.instagram.com/finotratorr/,RR - Roraima,Boa Vista,Norte,95991739633,Sim,,Novo/Sem Contato
Lolla Glamour,LBM/LM,,Colcci,https://www.instagram.com/lolla_glamour/,PA - Pará,Rondon do Para,Norte,94992094037,Sim,,Novo/Sem Contato
Aika Multimarcas,LM,,"Calvin Klein, John John, Tommy, Nautica, New Era, Armani",https://www.instagram.com/aika.riomar/,CE - Ceará,Fortaleza,Nordeste,85996043104,Sim,,Novo/Sem Contato
Ciamar,LBM/LM,,"Morena Rosa, Colcci, Schutz, Lez a Lez",https://www.instagram.com/ciamar_/,SE - Sergipe,Itabaiana,Nordeste,79999081811,Sim,,Novo/Sem Contato
Rosana Dias,LBM,,"Morena Rosa, Maria Valentina",https://www.instagram.com/_rosanadias/,BA - Bahia,Salvador,Nordeste,71997396513,Sim,,Novo/Sem Contato
Alkhymia,LBM,,Morena Rosa,https://www.instagram.com/alkhymia/?hl=pt,BA - Bahia,Salvador,Nordeste,71999076859,Sim,,Novo/Sem Contato
Loja Dínamus,LBM,,"Morena Rosa, Maria Valentina",https://www.instagram.com/lojadinamus/?hl=pt,BA - Bahia,Ribeira do Pombal,Nordeste,75999522956,Sim,,Novo/Sem Contato
For You,LBM,,Morena Rosa,https://www.instagram.com/foryoupaloja/,BA - Bahia,Paulo Afonso,Nordeste,7532820628,Sim,,Novo/Sem Contato
Lange Modas Fashion,LBM/LM,,"Morena Rosa, Farm, Santa Lolla, Docthos",https://www.instagram.com/langemodasoficial/,BA - Bahia,Macaubas,Nordeste,77999613865,Sim,,Novo/Sem Contato
Tropical Center,LBM/LM,,"Morena Rosa, Calvin Klein, Acostamento, Lez a Lez, Aramis",https://www.instagram.com/tropicalcenter/,BA - Bahia,Livramento de Nossa Senhora,Nordeste,77999397525,Sim,,Novo/Sem Contato
Taty Narde Concept,LBM,,Morena Rosa,https://www.instagram.com/tatynarde.concept/,BA - Bahia,Jequie,Nordeste,73982584024,Sim,,Novo/Sem Contato
Makro Boutique,LBM/LM,,Morena Rosa,https://www.instagram.com/makroboutiqueoficial/,BA - Bahia,Candeias,Nordeste,71994013315,Sim,,Novo/Sem Contato
Genária Magalhães,LBM/LM,,"Morena Rosa, Zinco",https://www.instagram.com/genaria_magalhaes/,BA - Bahia,Caetite,Nordeste,77999407561,Sim,,Novo/Sem Contato
Aquática Maison,LBM/LM,,"Morena Rosa, Colcci, Aramis",https://www.instagram.com/aquatica_maison/,BA - Bahia,Bom Jesus da Lapa,Nordeste,77991656000,Sim,,Novo/Sem Contato
Loja Barreto,LBM/LM,,Morena Rosa,https://www.instagram.com/lojabarreto/,BA - Bahia,Alagoinhas,Nordeste,75999129879,Sim,,Novo/Sem Contato
Toasa Modas,LBM/LM,,"Morena Rosa, Dudalina, Maria Valentina, Zinco, Individual",https://www.instagram.com/lojatoasamodas/,CE - Ceará,Crato,Nordeste,88997981758,Sim,,Novo/Sem Contato
Cheiro E Charme,LBM/LM,,Morena Rosa,https://www.instagram.com/cheiroecharme_/,CE - Ceará,Brejo Santo,Nordeste,8835311276,Sim,,Novo/Sem Contato
Primeira Imagem,LBM,,"Morena Rosa, Maria Valentina, Zinco",https://www.instagram.com/lojaprimeiraimagem_/,ES - Espírito Santo,Vitoria,Sudeste,27999587377,Sim,,Novo/Sem Contato
Nete Modas,LBM/LM,,"Morena Rosa, Colcci, My Place, Docthos",https://www.instagram.com/nete_modas/,ES - Espírito Santo,Santa Maria de Jetiba,Sudeste,27999260791,Sim,,Novo/Sem Contato
Uzze Boutique,LBM/LM,,"Morena Rosa, Farm, Ellus, Calvin Klein, Ogochi, Osklen",https://www.instagram.com/uzzeboutique/,ES - Espírito Santo,Rio Bananal,Sudeste,27998005150,Sim,,Novo/Sem Contato
Boutique Mariá's,LBM/LM,,"Morena Rosa, Ogochi",https://www.instagram.com/boutiquemariases/,ES - Espírito Santo,Cachoeiro de Itapemirim,Sudeste,28992755459,Sim,,Novo/Sem Contato
Ellen Baptista Store,LBM,,"Morena Rosa, Santa Lolla, Schutz, Amarante, Maria Valentina",https://www.instagram.com/ellenbaptistastore/,ES - Espírito Santo,Bom Jesus do Norte,Sudeste,22992758751,Sim,,Novo/Sem Contato
Loja Itasul,LBM/LM,,"Morena Rosa, Colcci",https://www.instagram.com/lojaitasul/?hl=pt,ES - Espírito Santo,Afonso Claudio,Sudeste,53999433134,Sim,,Novo/Sem Contato
Flor de Liz Multimarcas,LBM,,"Farm, Morena Rosa, My Place, Levis, Melissa",https://www.instagram.com/flordeliz_multimarcas/,RJ - Rio de Janeiro,Resende,Sudeste,24998332078,Sim,,Novo/Sem Contato
LD multimarcas,LM,,"Ellus, Calvin Klein, Reserva, Tommy",https://www.instagram.com/ldmultimarcas.lbd/,RJ - Rio de Janeiro,Mangaratiba,Sudeste,21974702142,Sim,,Novo/Sem Contato
King Closet,LBM/LM,,"Colcci, Santa Lolla, Austin, Nexo",https://www.instagram.com/king.closett/,RJ - Rio de Janeiro,Pirai,Sudeste,24992695944,Sim,,Novo/Sem Contato
Seven7,LM,,"Titular, New Era, Adidas",https://www.instagram.com/seven7br/,RJ - Rio de Janeiro,Resende,Sudeste,24999676790,Sim,,Novo/Sem Contato
TH multimarcas,LBM/LM,,"Lança perfume, Nike, Colcci, Hurley",https://www.instagram.com/thmultimarcas_07/,RJ - Rio de Janeiro,Nova Iguacu,Sudeste,21964455865,Sim,,Novo/Sem Contato
Toque de luxo,LM,,"Titular, Nike, Cavalera",https://www.instagram.com/toque_de_luxxo/,RJ - Rio de Janeiro,Nilopolis,Sudeste,21964609819,Sim,,Novo/Sem Contato
Ziozia Store,LBM/LM,,"Coca cola, Yed",https://www.instagram.com/zioziastore21/,RJ - Rio de Janeiro,Rio de Janeiro,Sudeste,21974895416,Sim,,Novo/Sem Contato
Titan marcas,LBM/LM,,"Thugnine, Calvin Klein, Redley",https://www.instagram.com/titanmarcas/,RJ - Rio de Janeiro,Nilopolis,Sudeste,21985286517,Sim,,Novo/Sem Contato
Paparazzo,LBM,,"John John, Animale, Amarante, Carmim",https://www.instagram.com/paparazzomoda/,RS - Rio Grande do Sul,Palmeira das Missoes,Sul,55984098378,Sim,,Novo/Sem Contato
F Fitness,LBM,,,https://www.instagram.com/fitnesscastanhaloficial/,RJ - Rio de Janeiro,Castanhal,Norte,91981586621,Sim,,Novo/Sem Contato
Six Store,LBM/LM,,"Colcci, Animale, Aramis",https://www.instagram.com/sixstore_sarandi/,RS - Rio Grande do Sul,Sarandi,Sul,54984221086,Sim,,Novo/Sem Contato
Area 57,LM,,"Vans, Nike, New Balance",https://www.instagram.com/area57loja/,RJ - Rio de Janeiro,Petropolis,Sudeste,24988570835,Sim,,Novo/Sem Contato
Adore Wear Store,LBM/LM,,"Myft, Banabana, Angel, Denimzero",https://www.instagram.com/adorewearstore/,RS - Rio Grande do Sul,Novo Hamburgo,Sul,51986154046,Sim,,Novo/Sem Contato
Bosk,LBM/LM,,"Adidas, My place, Colcci, Calvin Klein",https://www.instagram.com/bosk_oficial/,RJ - Rio de Janeiro,Barra do Pirai,Sudeste,24981822069,Sim,,Novo/Sem Contato
Atrativa Store,LBM/LM,,"Colcci, Ellus, Acostamento, Coca cola",https://www.instagram.com/atrativastoregirua/,RS - Rio Grande do Sul,Girua,Sul,55996611158,Sim,,Novo/Sem Contato
Life Store,LBM/LM,,"Farm, John John, Acostamento, Reserva, Lez a Lez, Aramis",https://www.instagram.com/life.loja/,SC - Santa Catarina,Cacador,Sul,54991961672,Sim,,Novo/Sem Contato
Constantina,LBM,,"Farm, Calvin Klein, Forum, Open, Animale",https://www.instagram.com/loja_constantina/,RS - Rio Grande do Sul,Rio Grande,Sul,53997100404,Sim,,Novo/Sem Contato
Moda Viva Homem,LM,,"Tommy, Calvin Klein, Fila, Levis, Ellus",https://www.instagram.com/modavivahomemv/,RS - Rio Grande do Sul,Vacaria,Sul,54991614330,Sim,,Novo/Sem Contato
Lojas Mari,LBM/LM,,"GataBakana, Dimy",https://www.instagram.com/lojasmarii/,RS - Rio Grande do Sul,Sao Jose do Ouro,Sul,54993218567,Sim,,Novo/Sem Contato
Paty Modas,LBM/LM,,"Tommy, Calvin Klein, Acostamento, King&Joe, Index",https://www.instagram.com/paty.mods/,RS - Rio Grande do Sul,Osorio,Sul,51991296267,Sim,,Novo/Sem Contato
Loja Janete Rosa,LBM,,"Lança perfume, Amarante, Charry",https://www.instagram.com/lojajaneterosa/,RS - Rio Grande do Sul,Novo Hamburgo,Sul,51999820112,Sim,,Novo/Sem Contato
Loja Tribo,LBM/LM,,"John John, Cantão, Melissa",https://www.instagram.com/lojatribolajeado/,RS - Rio Grande do Sul,Lajeado,Sul,51980566050,Sim,,Novo/Sem Contato
Ferlin,LBM/LM,,"Colcci, Schutz, Levis, Luz da Lua",https://www.instagram.com/loja.ferlin/,RS - Rio Grande do Sul,Marau,Sul,54999897178,Sim,,Novo/Sem Contato
Santa Boutique,LBM,,"Lez a Lez, Flor de Lis, Anselmi",https://www.instagram.com/santaboutiquevr/,RS - Rio Grande do Sul,Vale Real,Sul,51998287414,Sim,,Novo/Sem Contato
Be Isy Store,LBM,,"Farm, Myft",https://www.instagram.com/beisy.store/,RS - Rio Grande do Sul,Lajeado,Sul,51998708475,Sim,,Novo/Sem Contato
Lalieh,LBM/LM,,"Colcci, Lança perfume, Forum, BanaBana",https://www.instagram.com/lalieh.mf/,RS - Rio Grande do Sul,Fagundes Varela,Sul,54996162607,Sim,,Novo/Sem Contato
Iracci Fashion,LBM/LM,,"Lança perfume, Myft, Tommy, Guess, Dimy, Dudalina",https://www.instagram.com/fashioniracci/,RS - Rio Grande do Sul,Tres Passos,Sul,5535221449,Sim,,Novo/Sem Contato
Zum Modas,LBM/LM,,"Booq, Lez a Lez, Ellus",https://www.instagram.com/zum_modas/,RS - Rio Grande do Sul,Barao de Cotegipe,Sul,5435231296,Sim,,Novo/Sem Contato
Maria Carmel,LBM,,"Cantão, Forum, Dimy, Dudalina, Carmim",https://www.instagram.com/mariacarmelboutique/,RS - Rio Grande do Sul,Panambi,Sul,5533758022,Sim,,Novo/Sem Contato
Loja Portal,LBM/LM,,"Lança perfume, Reserva, Santa Lolla",https://www.instagram.com/lojaportal/,RS - Rio Grande do Sul,Porto Xavier,Sul,55991667490,Sim,,Novo/Sem Contato
LZ Fashion Store,LBM,,"Caju Brasil,GataBakana, BanaBana",https://www.instagram.com/lojalz_/,RS - Rio Grande do Sul,Sao Borja,Sul,55996853176,Sim,,Novo/Sem Contato
For Men,LM,,"Tommy, Reserva, Colcci, Calvin Klein, Cavalera, Lacoste",https://www.instagram.com/formenslg/,RS - Rio Grande do Sul,Sao Luiz Gonzaga,Sul,55991070394,Sim,,Novo/Sem Contato
Vienzo,LM,,"Reserva, Lacoste, Levis, Aramis, Dudalina",https://www.instagram.com/vienzomodamasculina/,RS - Rio Grande do Sul,Erechim,Sul,54991733266,Sim,,Novo/Sem Contato
Império Concept,LM,,"Colcci, Acostamento, Malwee",https://www.instagram.com/imperioconcept/,PI - Piauí,Caridade do Piaui,Nordeste,89994402436,Sim,,Novo/Sem Contato
Mix Fashion,LBM/LM,,"Animale, Open, My Place, Sommer, Aramis",https://www.instagram.com/mixfashionn_/,SC - Santa Catarina,Ituporanga,Sul,4735335260,Sim,,Novo/Sem Contato
Lala Ferro Multimarcas,LBM,,"Lança perfume, Farm, Calvin Klein, Dress To, Oh Boy",https://www.instagram.com/lalaferromultimarcas/,GO - Goiás,Parauna,Centro-Oeste,64992779248,Sim,,Novo/Sem Contato
Letícia Store,LBM/LM,,"Lança perfume, Colcci, Myft",https://www.instagram.com/leticiagues_store/,PI - Piauí,Alegrete do Piaui,Nordeste,89981025997,Sim,,Novo/Sem Contato
Amostra Gratis Boutique,LBM/LM,,"Lança perfume, Acostamento, Reserva",https://www.instagram.com/amostragratis1/,PI - Piauí,Jaicos,Nordeste,89999270245,Sim,,Novo/Sem Contato
Piu Bella,LBM/LM,,"Lança Perfume, Myft, Levis",https://www.instagram.com/piubellasj/,SC - Santa Catarina,Sao Joaquim,Sul,49984320704,Sim,,Novo/Sem Contato
Raif Maison,LBM/LM,,"Colcci, Lacoste, Ellus, Sommer",https://www.instagram.com/raif_maison/,PI - Piauí,Parnaiba,Nordeste,86994130052,Sim,,Novo/Sem Contato
Spazzo,LBM/LM,,"Morena Rosa, Myft, Arezzo, Mercatto, Dzarm, Hering",https://www.instagram.com/spazzooeiras/,PI - Piauí,Oeiras,Nordeste,89994243545,Sim,,Novo/Sem Contato
Hot Jeans Wear,LBM/LM,,"Lança perfume, Acostamento, Myft, Santa Lolla, Aero",https://www.instagram.com/hotjeanswear/,GO - Goiás,Buriti Alegre,Centro-Oeste,64992112361,Sim,,Novo/Sem Contato
Mika Boutique,LBM/LM,,"Lança perfume, Myft, The Hope, Aero, Toro",https://www.instagram.com/mika.boutique/,SC - Santa Catarina,Palhoca,Sul,48 991682113,Sim,,Novo/Sem Contato
Mix Multimarcas,LBM/LM,,"Reserva, Forum, Sommer, Levis",https://www.instagram.com/mixmultimarcasformosa/,GO - Goiás,Formosa,Centro-Oeste,61999662671,Sim,,Novo/Sem Contato
Crys Collectyon,LBM/LM,,"Colcci, Lança perfume, Santa Lolla",https://www.instagram.com/crys_collectyon/,PI - Piauí,Simoes,Nordeste,89994481982,Sim,,Novo/Sem Contato
Tribu,LBM/LM,,"Reserva, Osklen, Calvin Klein, John John, Tommy, Diesel",https://www.instagram.com/tribumultimarcas/,GO - Goiás,Caldas Novas,Centro-Oeste,64984797813,Sim,,Novo/Sem Contato
Star Fashion,LM,,"Acostamento, Ogochi",https://www.instagram.com/starparaeles/,CE - Ceará,Piquet Carneiro,Nordeste,88997559488,Sim,,Novo/Sem Contato
Clovis Store,LBM,,"Lança perfume, Farm, Reserva, Schutz, Tommy, Animale, Lacoste",https://www.instagram.com/clovisstore/,GO - Goiás,Itumbiara,Centro-Oeste,64992922405,Sim,,Novo/Sem Contato
Marina Multimarcas,LBM/LM,,"Colcci, Elus, Forum",https://www.instagram.com/marinamultimarcas/,GO - Goiás,Vianopolis,Centro-Oeste,62999955025,Sim,,Novo/Sem Contato
Ana Concept,LBM,,"Lança perfume, Acostamento, Morena Rosa",https://www.instagram.com/anaconcept.loja/,PI - Piauí,Alegrete do Piaui,Nordeste,89981264117,Sim,,Novo/Sem Contato
Tico Sport Wear,LBM/LM,,"Acostamento, Santa Lolla, Colcci",https://www.instagram.com/ticosportwearoficial/,CE - Ceará,Caninde,Nordeste,85999038477,Sim,,Novo/Sem Contato
Papris Boutique,LBM,,"Open, Flor de Lis",https://www.instagram.com/papris_c.maior/,PI - Piauí,Campo Maior,Nordeste,86999683656,Sim,,Novo/Sem Contato
Alemão Multimarcas,LM,,Aero,https://www.instagram.com/alemaomultimarcasofc/,CE - Ceará,Pereiro,Nordeste,88999406036,Sim,,Novo/Sem Contato
Woman Concept,LBM,,"Lança perfume, Animale",https://www.instagram.com/womanconcept_jdn/,CE - Ceará,Juazeiro do Norte,Nordeste,88997265463,Sim,,Novo/Sem Contato
YF Multimarcas,LBM,,"Lança perfume, Colcci",https://www.instagram.com/yfmultimarcas_/,PI - Piauí,Castelo do Piaui,Nordeste,86999530248,Sim,,Novo/Sem Contato
Jeane Modas,LBM,,"Colcci, Aero, Charry, BanaBana",https://www.instagram.com/jeannemodas/,SE - Sergipe,Ribeiropolis,Nordeste,79999082291,Sim,,Novo/Sem Contato
Me Arrumei,LBM,,"Lança perfume, Farm, Myft, Morena Rosa",https://www.instagram.com/mearrumei/,PI - Piauí,Teresina,Nordeste,86994548727,Sim,,Novo/Sem Contato
Zander Store,LM,,"Tommy, Lacoste, Hugo Boss, Ralph Lauren",https://www.instagram.com/zanderstore.aju/,SE - Sergipe,Aracaju,Nordeste,79996592251,Sim,,Novo/Sem Contato
Mirtz Modas,LBM/LM,,"Lança perfume, Colcci, Acostamento, Morena Rosa, Myft",https://www.instagram.com/mirtz_modas/,AL - Alagoas,Arapiraca,Nordeste,82998006526,Sim,,Novo/Sem Contato
Corpo e Mente,LBM,,Lança perfume,https://www.instagram.com/corpoementecentroo/,SE - Sergipe,Itabaiana,Nordeste,79998890480,Sim,,Novo/Sem Contato
Idem,LBM/LM,,"Lança perfume, Colcci, Forum, Caos",https://www.instagram.com/idemfashion/,PB - Paraíba,Catole do Rocha,Nordeste,83998299066,Sim,,Novo/Sem Contato
Status For Man,LM,,"Acostamento, Sallo",https://www.instagram.com/statusforman.of/,AL - Alagoas,Igreja Nova,Nordeste,82981150381,Sim,,Novo/Sem Contato
Valentine Boutique,LBM/LM,,"Colcci, John John, Morena Rosa, Aramis",https://www.instagram.com/valentineboutiquee/,PA - Pará,Itaituba,Norte,93999526638,Sim,,Novo/Sem Contato
CJ Clothing,LM,,"Osklen, Calvin Klein, Aramis, Ellus, Tommy",https://www.instagram.com/cj_clotthing/,PE - Pernambuco,Recife,Nordeste,81995945432,Sim,,Novo/Sem Contato
Contemplo Multimarcas,LBM/LM,,"Lança perfume, Farm, Aramis",https://www.instagram.com/contemplo/,GO - Goiás,Caiaponia,Centro-Oeste,64999876909,Sim,,Novo/Sem Contato
Leka Boutique,LBM,,"Farm, Reserva, Ellus, Lez a Lez, Shoulder",https://www.instagram.com/lekaboutique/,SP - São Paulo,Cacapava,Sudeste,12981474237,Sim,,Novo/Sem Contato
